|note|tags|spanish_verb|inf_verb|person|sing_or_plural|mood|tense|pos_neg_cmd|cast_note|conj_verb|code|region|verb_type|gender|haver_verb|anar_verb|note1|note2|cat_note|tense_tag|mood_tag|ending_tag|pronoun_tag|cat_tags
2011|⊙ Ara mateix, ⊙ells/elles/vostès {{c1::cogen::…coger…}} (el tren)| coger ellos_ellas_ustedes ends_in_er in_the_wild presente refrán regular_form regular_verb |coger|agafar|3|P|I|P|0|⊙ Ahora mismo, ⊙ellos/ellas/ustedes {{c1::cogen::…coger…}} (el tren)|agafen|VMIP3P00|central|M|0|||⊙ Ara mateix, ⊙ells/elles/vostès | (el tren)|⊙ Ara mateix, ⊙ells/elles/vostès {{c1::agafen::…agafar…}} (el tren)|present|indicatiu|-ar|ells/elles/vostès| present indicatiu -ar ells/elles/vostès agafar 
2055|⊙ Ara mateix, ⊙jo {{c1::sonrío::…sonreír…}} (socarronamente)| dicho ends_in_ír high_irregularity in_the_wild irregular_form irregular_verb presente sonreír yo |sonreír|somriure|1|S|I|P|0|⊙ Ahora mismo, ⊙yo {{c1::sonrío::…sonreír…}} (socarronamente)|somric|VMIP1S00|central|M|0|||⊙ Ara mateix, ⊙jo | (socarronamente)|⊙ Ara mateix, ⊙jo {{c1::somric::…somriure…}} (socarronamente)|present|indicatiu|-re|jo| present indicatiu -re jo somriure 
2056|⊙ Ara mateix, ⊙tu {{c1::sonríes::…sonreír…}} (socarronamente)| ends_in_ír high_irregularity irregular_form irregular_verb presente sonreír tú tú_vos |sonreír|somriure|2|S|I|P|0|⊙ Ahora mismo, ⊙tú {{c1::sonríes::…sonreír…}} (socarronamente)|somrius|VMIP2S00|central|M|0|||⊙ Ara mateix, ⊙tu | (socarronamente)|⊙ Ara mateix, ⊙tu {{c1::somrius::…somriure…}} (socarronamente)|present|indicatiu|-re|tu| present indicatiu -re tu somriure 
2057|⊙ Ara mateix, ⊙ell/ella/vostè {{c1::sonríe::…sonreír…}} (socarronamente)| ends_in_ír high_irregularity irregular_form irregular_verb presente sonreír él_ella_usted |sonreír|somriure|3|S|I|P|0|⊙ Ahora mismo, ⊙él/ella/usted {{c1::sonríe::…sonreír…}} (socarronamente)|somriu|VMIP3S00|central|M|0|||⊙ Ara mateix, ⊙ell/ella/vostè | (socarronamente)|⊙ Ara mateix, ⊙ell/ella/vostè {{c1::somriu::…somriure…}} (socarronamente)|present|indicatiu|-re|ell/ella/vostè| present indicatiu -re ell/ella/vostè somriure 
2058|⊙ Ara mateix, ⊙nosaltres {{c1::sonreímos::…sonreír…}} (socarronamente)| ends_in_ír high_irregularity irregular_verb nosotros presente regular_form sonreír |sonreír|somriure|1|P|I|P|0|⊙ Ahora mismo, ⊙nosotros {{c1::sonreímos::…sonreír…}} (socarronamente)|somriem|VMIP1P00|central|M|0|||⊙ Ara mateix, ⊙nosaltres | (socarronamente)|⊙ Ara mateix, ⊙nosaltres {{c1::somriem::…somriure…}} (socarronamente)|present|indicatiu|-re|nosaltres| present indicatiu -re nosaltres somriure 
2059|⊙ Ara mateix, ⊙vosaltres {{c1::sonreís::…sonreír…}} (socarronamente)| ends_in_ír high_irregularity irregular_verb presente regular_form sonreír vosotros |sonreír|somriure|2|P|I|P|0|⊙ Ahora mismo, ⊙vosotros {{c1::sonreís::…sonreír…}} (socarronamente)|somrieu|VMIP2P00|central|M|0|||⊙ Ara mateix, ⊙vosaltres | (socarronamente)|⊙ Ara mateix, ⊙vosaltres {{c1::somrieu::…somriure…}} (socarronamente)|present|indicatiu|-re|vosaltres| present indicatiu -re vosaltres somriure 
2060|⊙ Ara mateix, ⊙ells/elles/vostès {{c1::sonríen::…sonreír…}} (socarronamente)| ellos_ellas_ustedes ends_in_ír high_irregularity irregular_form irregular_verb presente sonreír |sonreír|somriure|3|P|I|P|0|⊙ Ahora mismo, ⊙ellos/ellas/ustedes {{c1::sonríen::…sonreír…}} (socarronamente)|somriuen|VMIP3P00|central|M|0|||⊙ Ara mateix, ⊙ells/elles/vostès | (socarronamente)|⊙ Ara mateix, ⊙ells/elles/vostès {{c1::somriuen::…somriure…}} (socarronamente)|present|indicatiu|-re|ells/elles/vostès| present indicatiu -re ells/elles/vostès somriure 
2104|⊙ Ara mateix, ⊙jo {{c1::prohíbo::…prohibir…}} (als nens que criden)| ends_in_ir presente prohibir regular_form regular_spelling_change regular_verb yo |prohibir|prohibir|1|S|I|P|0|⊙ Ahora mismo, ⊙yo {{c1::prohíbo::…prohibir…}} (a los niños que griten)|prohibeixo|VMIP1S0C|central|M|0|||⊙ Ara mateix, ⊙jo | (als nens que criden)|⊙ Ara mateix, ⊙jo {{c1::prohibeixo::…prohibir…}} (als nens que criden)|present|indicatiu|-ir|jo| present indicatiu -ir jo prohibir 
2105|⊙ Ara mateix, ⊙tu {{c1::prohíbes::…prohibir…}} (als nens que criden)| ends_in_ir presente prohibir regular_form regular_spelling_change regular_verb tú tú_vos |prohibir|prohibir|2|S|I|P|0|⊙ Ahora mismo, ⊙tú {{c1::prohíbes::…prohibir…}} (a los niños que griten)|prohibeixes|VMIP2S00|central|M|0|||⊙ Ara mateix, ⊙tu | (als nens que criden)|⊙ Ara mateix, ⊙tu {{c1::prohibeixes::…prohibir…}} (als nens que criden)|present|indicatiu|-ir|tu| present indicatiu -ir tu prohibir 
2106|⊙ Ara mateix, ⊙ell/ella/vostè {{c1::prohíbe::…prohibir…}} (als nens que criden)| ends_in_ir presente prohibir regular_form regular_spelling_change regular_verb él_ella_usted |prohibir|prohibir|3|S|I|P|0|⊙ Ahora mismo, ⊙él/ella/usted {{c1::prohíbe::…prohibir…}} (a los niños que griten)|prohibeix|VMIP3S00|central|M|0|||⊙ Ara mateix, ⊙ell/ella/vostè | (als nens que criden)|⊙ Ara mateix, ⊙ell/ella/vostè {{c1::prohibeix::…prohibir…}} (als nens que criden)|present|indicatiu|-ir|ell/ella/vostè| present indicatiu -ir ell/ella/vostè prohibir 
2107|⊙ Ara mateix, ⊙nosaltres {{c1::prohibimos::…prohibir…}} (als nens que criden)| ends_in_ir nosotros presente prohibir regular_form regular_verb |prohibir|prohibir|1|P|I|P|0|⊙ Ahora mismo, ⊙nosotros {{c1::prohibimos::…prohibir…}} (a los niños que griten)|prohibim|VMIP1P00|central|M|0|||⊙ Ara mateix, ⊙nosaltres | (als nens que criden)|⊙ Ara mateix, ⊙nosaltres {{c1::prohibim::…prohibir…}} (als nens que criden)|present|indicatiu|-ir|nosaltres| present indicatiu -ir nosaltres prohibir 
2108|⊙ Ara mateix, ⊙vosaltres {{c1::prohibís::…prohibir…}} (als nens que criden)| ends_in_ir presente prohibir regular_form regular_verb vosotros |prohibir|prohibir|2|P|I|P|0|⊙ Ahora mismo, ⊙vosotros {{c1::prohibís::…prohibir…}} (a los niños que griten)|prohibiu|VMIP2P00|central|M|0|||⊙ Ara mateix, ⊙vosaltres | (als nens que criden)|⊙ Ara mateix, ⊙vosaltres {{c1::prohibiu::…prohibir…}} (als nens que criden)|present|indicatiu|-ir|vosaltres| present indicatiu -ir vosaltres prohibir 
2109|⊙ Ara mateix, ⊙ells/elles/vostès {{c1::prohíben::…prohibir…}} (als nens que criden)| ellos_ellas_ustedes ends_in_ir presente prohibir regular_form regular_spelling_change regular_verb |prohibir|prohibir|3|P|I|P|0|⊙ Ahora mismo, ⊙ellos/ellas/ustedes {{c1::prohíben::…prohibir…}} (a los niños que griten)|prohibeixen|VMIP3P00|central|M|0|||⊙ Ara mateix, ⊙ells/elles/vostès | (als nens que criden)|⊙ Ara mateix, ⊙ells/elles/vostès {{c1::prohibeixen::…prohibir…}} (als nens que criden)|present|indicatiu|-ir|ells/elles/vostès| present indicatiu -ir ells/elles/vostès prohibir 
2153|⊙ Ara mateix, ⊙jo {{c1::huelo::…oler…}} (les escombraries)| ends_in_er irregular_form irregular_verb low_irregularity oler presente yo |oler|olorar|1|S|I|P|0|⊙ Ahora mismo, ⊙yo {{c1::huelo::…oler…}} (la basura)|oloro|VMIP1S0C|central|M|0|||⊙ Ara mateix, ⊙jo | (les escombraries)|⊙ Ara mateix, ⊙jo {{c1::oloro::…olorar…}} (les escombraries)|present|indicatiu|-ar|jo| present indicatiu -ar jo olorar 
2154|⊙ Ara mateix, ⊙tu {{c1::hueles::…oler…}} (les escombraries)| ends_in_er irregular_form irregular_verb low_irregularity oler presente tú tú_vos |oler|olorar|2|S|I|P|0|⊙ Ahora mismo, ⊙tú {{c1::hueles::…oler…}} (la basura)|olores|VMIP2S00|central|M|0|||⊙ Ara mateix, ⊙tu | (les escombraries)|⊙ Ara mateix, ⊙tu {{c1::olores::…olorar…}} (les escombraries)|present|indicatiu|-ar|tu| present indicatiu -ar tu olorar 
2155|⊙ Ara mateix, ⊙ell/ella/vostè {{c1::huele::…oler…}} (les escombraries)| ends_in_er in_the_wild irregular_form irregular_verb low_irregularity modismo oler presente él_ella_usted |oler|olorar|3|S|I|P|0|⊙ Ahora mismo, ⊙él/ella/usted {{c1::huele::…oler…}} (la basura)|olora|VMIP3S00|central|M|0|||⊙ Ara mateix, ⊙ell/ella/vostè | (les escombraries)|⊙ Ara mateix, ⊙ell/ella/vostè {{c1::olora::…olorar…}} (les escombraries)|present|indicatiu|-ar|ell/ella/vostè| present indicatiu -ar ell/ella/vostè olorar 
2156|⊙ Ara mateix, ⊙nosaltres {{c1::olemos::…oler…}} (les escombraries)| ends_in_er irregular_verb low_irregularity nosotros oler presente regular_form |oler|olorar|1|P|I|P|0|⊙ Ahora mismo, ⊙nosotros {{c1::olemos::…oler…}} (la basura)|olorem|VMIP1P00|central|M|0|||⊙ Ara mateix, ⊙nosaltres | (les escombraries)|⊙ Ara mateix, ⊙nosaltres {{c1::olorem::…olorar…}} (les escombraries)|present|indicatiu|-ar|nosaltres| present indicatiu -ar nosaltres olorar 
2157|⊙ Ara mateix, ⊙vosaltres {{c1::oléis::…oler…}} (les escombraries)| ends_in_er irregular_verb low_irregularity oler presente regular_form vosotros |oler|olorar|2|P|I|P|0|⊙ Ahora mismo, ⊙vosotros {{c1::oléis::…oler…}} (la basura)|oloreu|VMIP2P00|central|M|0|||⊙ Ara mateix, ⊙vosaltres | (les escombraries)|⊙ Ara mateix, ⊙vosaltres {{c1::oloreu::…olorar…}} (les escombraries)|present|indicatiu|-ar|vosaltres| present indicatiu -ar vosaltres olorar 
2158|⊙ Ara mateix, ⊙ells/elles/vostès {{c1::huelen::…oler…}} (les escombraries)| ellos_ellas_ustedes ends_in_er in_the_wild irregular_form irregular_verb low_irregularity oler presente refrán |oler|olorar|3|P|I|P|0|⊙ Ahora mismo, ⊙ellos/ellas/ustedes {{c1::huelen::…oler…}} (la basura)|oloren|VMIP3P00|central|M|0|||⊙ Ara mateix, ⊙ells/elles/vostès | (les escombraries)|⊙ Ara mateix, ⊙ells/elles/vostès {{c1::oloren::…olorar…}} (les escombraries)|present|indicatiu|-ar|ells/elles/vostès| present indicatiu -ar ells/elles/vostès olorar 
2202|⊙ Ara mateix, ⊙jo {{c1::luzco::…lucir…}} (feliç)| ends_in_ir irregular_form irregular_verb low_irregularity lucir presente yo |lucir|lluir|1|S|I|P|0|⊙ Ahora mismo, ⊙yo {{c1::luzco::…lucir…}} (feliz)|llueixo|VMIP1S0C|central|M|0|||⊙ Ara mateix, ⊙jo | (feliç)|⊙ Ara mateix, ⊙jo {{c1::llueixo::…lluir…}} (feliç)|present|indicatiu|-ir|jo| present indicatiu -ir jo lluir 
2203|⊙ Ara mateix, ⊙tu {{c1::luces::…lucir…}} (feliç)| ends_in_ir irregular_verb low_irregularity lucir presente regular_form tú tú_vos |lucir|lluir|2|S|I|P|0|⊙ Ahora mismo, ⊙tú {{c1::luces::…lucir…}} (feliz)|llueixes|VMIP2S00|central|M|0|||⊙ Ara mateix, ⊙tu | (feliç)|⊙ Ara mateix, ⊙tu {{c1::llueixes::…lluir…}} (feliç)|present|indicatiu|-ir|tu| present indicatiu -ir tu lluir 
2204|⊙ Ara mateix, ⊙ell/ella/vostè {{c1::luce::…lucir…}} (feliç)| dicho ends_in_ir in_the_wild irregular_verb low_irregularity lucir presente regular_form él_ella_usted |lucir|lluir|3|S|I|P|0|⊙ Ahora mismo, ⊙él/ella/usted {{c1::luce::…lucir…}} (feliz)|llueix|VMIP3S00|central|M|0|||⊙ Ara mateix, ⊙ell/ella/vostè | (feliç)|⊙ Ara mateix, ⊙ell/ella/vostè {{c1::llueix::…lluir…}} (feliç)|present|indicatiu|-ir|ell/ella/vostè| present indicatiu -ir ell/ella/vostè lluir 
2205|⊙ Ara mateix, ⊙nosaltres {{c1::lucimos::…lucir…}} (feliços)| ends_in_ir irregular_verb low_irregularity lucir nosotros presente regular_form |lucir|lluir|1|P|I|P|0|⊙ Ahora mismo, ⊙nosotros {{c1::lucimos::…lucir…}} (felices)|lluïm|VMIP1P00|central|M|0|||⊙ Ara mateix, ⊙nosaltres | (feliços)|⊙ Ara mateix, ⊙nosaltres {{c1::lluïm::…lluir…}} (feliços)|present|indicatiu|-ir|nosaltres| present indicatiu -ir nosaltres lluir 
2206|⊙ Ara mateix, ⊙vosaltres {{c1::lucís::…lucir…}} (feliços)| ends_in_ir irregular_verb low_irregularity lucir presente regular_form vosotros |lucir|lluir|2|P|I|P|0|⊙ Ahora mismo, ⊙vosotros {{c1::lucís::…lucir…}} (felices)|lluïu|VMIP2P00|central|M|0|||⊙ Ara mateix, ⊙vosaltres | (feliços)|⊙ Ara mateix, ⊙vosaltres {{c1::lluïu::…lluir…}} (feliços)|present|indicatiu|-ir|vosaltres| present indicatiu -ir vosaltres lluir 
2207|⊙ Ara mateix, ⊙ells/elles/vostès {{c1::lucen::…lucir…}} (feliços)| ellos_ellas_ustedes ends_in_ir irregular_verb low_irregularity lucir presente regular_form |lucir|lluir|3|P|I|P|0|⊙ Ahora mismo, ⊙ellos/ellas/ustedes {{c1::lucen::…lucir…}} (felices)|llueixen|VMIP3P00|central|M|0|||⊙ Ara mateix, ⊙ells/elles/vostès | (feliços)|⊙ Ara mateix, ⊙ells/elles/vostès {{c1::llueixen::…lluir…}} (feliços)|present|indicatiu|-ir|ells/elles/vostès| present indicatiu -ir ells/elles/vostès lluir 
2251|⊙ Ara mateix, ⊙jo {{c1::aíslo::…aislar…}} (als nens)| aislar ends_in_ar irregular_form irregular_verb low_irregularity presente yo |aislar|aïllar|1|S|I|P|0|⊙ Ahora mismo, ⊙yo {{c1::aíslo::…aislar…}} (a los niños)|aïllo|VMIP1S0C|central|M|0|||⊙ Ara mateix, ⊙jo | (als nens)|⊙ Ara mateix, ⊙jo {{c1::aïllo::…aïllar…}} (als nens)|present|indicatiu|-ar|jo| present indicatiu -ar jo aïllar 
2252|⊙ Ara mateix, ⊙tu {{c1::aíslas::…aislar…}} (als nens)| aislar ends_in_ar irregular_form irregular_verb low_irregularity presente tú tú_vos |aislar|aïllar|2|S|I|P|0|⊙ Ahora mismo, ⊙tú {{c1::aíslas::…aislar…}} (a los niños)|aïlles|VMIP2S00|central|M|0|||⊙ Ara mateix, ⊙tu | (als nens)|⊙ Ara mateix, ⊙tu {{c1::aïlles::…aïllar…}} (als nens)|present|indicatiu|-ar|tu| present indicatiu -ar tu aïllar 
2253|⊙ Ara mateix, ⊙ell/ella/vostè {{c1::aísla::…aislar…}} (als nens)| aislar ends_in_ar irregular_form irregular_verb low_irregularity presente él_ella_usted |aislar|aïllar|3|S|I|P|0|⊙ Ahora mismo, ⊙él/ella/usted {{c1::aísla::…aislar…}} (a los niños)|aïlla|VMIP3S00|central|M|0|||⊙ Ara mateix, ⊙ell/ella/vostè | (als nens)|⊙ Ara mateix, ⊙ell/ella/vostè {{c1::aïlla::…aïllar…}} (als nens)|present|indicatiu|-ar|ell/ella/vostè| present indicatiu -ar ell/ella/vostè aïllar 
2254|⊙ Ara mateix, ⊙nosaltres {{c1::aislamos::…aislar…}} (als nens)| aislar ends_in_ar irregular_verb low_irregularity nosotros presente regular_form |aislar|aïllar|1|P|I|P|0|⊙ Ahora mismo, ⊙nosotros {{c1::aislamos::…aislar…}} (a los niños)|aïllem|VMIP1P00|central|M|0|||⊙ Ara mateix, ⊙nosaltres | (als nens)|⊙ Ara mateix, ⊙nosaltres {{c1::aïllem::…aïllar…}} (als nens)|present|indicatiu|-ar|nosaltres| present indicatiu -ar nosaltres aïllar 
2255|⊙ Ara mateix, ⊙vosaltres {{c1::aisláis::…aislar…}} (als nens)| aislar ends_in_ar irregular_verb low_irregularity presente regular_form vosotros |aislar|aïllar|2|P|I|P|0|⊙ Ahora mismo, ⊙vosotros {{c1::aisláis::…aislar…}} (a los niños)|aïlleu|VMIP2P00|central|M|0|||⊙ Ara mateix, ⊙vosaltres | (als nens)|⊙ Ara mateix, ⊙vosaltres {{c1::aïlleu::…aïllar…}} (als nens)|present|indicatiu|-ar|vosaltres| present indicatiu -ar vosaltres aïllar 
2256|⊙ Ara mateix, ⊙ells/elles/vostès {{c1::aíslan::…aislar…}} (als nens)| aislar ellos_ellas_ustedes ends_in_ar irregular_form irregular_verb low_irregularity presente |aislar|aïllar|3|P|I|P|0|⊙ Ahora mismo, ⊙ellos/ellas/ustedes {{c1::aíslan::…aislar…}} (a los niños)|aïllen|VMIP3P00|central|M|0|||⊙ Ara mateix, ⊙ells/elles/vostès | (als nens)|⊙ Ara mateix, ⊙ells/elles/vostès {{c1::aïllen::…aïllar…}} (als nens)|present|indicatiu|-ar|ells/elles/vostès| present indicatiu -ar ells/elles/vostès aïllar 
2300|"⊙ Ara mateix, ⊙jo {{c1::adecuo | adecúo::…adecuar…}} (la velocitat al trànsit)"| adecuar ends_in_ar irregular_form irregular_verb low_irregularity presente yo |adecuar|adequar|1|S|I|P|0|"⊙ Ahora mismo, ⊙yo {{c1::adecuo | adecúo::…adecuar…}} (la velocidad al tráfico)"|adequo|VMIP1S0Y|central|M|0|||⊙ Ara mateix, ⊙jo | (la velocitat al trànsit)|⊙ Ara mateix, ⊙jo {{c1::adequo::…adequar…}} (la velocitat al trànsit)|present|indicatiu|-ar|jo| present indicatiu -ar jo adequar 
2301|"⊙ Ara mateix, ⊙tu {{c1::adecuas | adecúas::…adecuar…}} (la velocitat al trànsit)"| adecuar ends_in_ar irregular_form irregular_verb low_irregularity presente tú tú_vos |adecuar|adequar|2|S|I|P|0|"⊙ Ahora mismo, ⊙tú {{c1::adecuas | adecúas::…adecuar…}} (la velocidad al tráfico)"|adeqües|VMIP2S00|central|M|0|||⊙ Ara mateix, ⊙tu | (la velocitat al trànsit)|⊙ Ara mateix, ⊙tu {{c1::adeqües::…adequar…}} (la velocitat al trànsit)|present|indicatiu|-ar|tu| present indicatiu -ar tu adequar 
2302|"⊙ Ara mateix, ⊙ell/ella/vostè {{c1::adecua | adecúa::…adecuar…}} (la velocitat al trànsit)"| adecuar ends_in_ar irregular_form irregular_verb low_irregularity presente él_ella_usted |adecuar|adequar|3|S|I|P|0|"⊙ Ahora mismo, ⊙él/ella/usted {{c1::adecua | adecúa::…adecuar…}} (la velocidad al tráfico)"|adequa|VMIP3S00|central|M|0|||⊙ Ara mateix, ⊙ell/ella/vostè | (la velocitat al trànsit)|⊙ Ara mateix, ⊙ell/ella/vostè {{c1::adequa::…adequar…}} (la velocitat al trànsit)|present|indicatiu|-ar|ell/ella/vostè| present indicatiu -ar ell/ella/vostè adequar 
2303|⊙ Ara mateix, ⊙nosaltres {{c1::adecuamos::…adecuar…}} (la velocitat al trànsit)| adecuar ends_in_ar irregular_verb low_irregularity nosotros presente regular_form |adecuar|adequar|1|P|I|P|0|⊙ Ahora mismo, ⊙nosotros {{c1::adecuamos::…adecuar…}} (la velocidad al tráfico)|adeqüem|VMIP1P00|central|M|0|||⊙ Ara mateix, ⊙nosaltres | (la velocitat al trànsit)|⊙ Ara mateix, ⊙nosaltres {{c1::adeqüem::…adequar…}} (la velocitat al trànsit)|present|indicatiu|-ar|nosaltres| present indicatiu -ar nosaltres adequar 
2304|⊙ Ara mateix, ⊙vosaltres {{c1::adecuáis::…adecuar…}} (la velocitat al trànsit)| adecuar ends_in_ar irregular_verb low_irregularity presente regular_form vosotros |adecuar|adequar|2|P|I|P|0|⊙ Ahora mismo, ⊙vosotros {{c1::adecuáis::…adecuar…}} (la velocidad al tráfico)|adeqüeu|VMIP2P00|central|M|0|||⊙ Ara mateix, ⊙vosaltres | (la velocitat al trànsit)|⊙ Ara mateix, ⊙vosaltres {{c1::adeqüeu::…adequar…}} (la velocitat al trànsit)|present|indicatiu|-ar|vosaltres| present indicatiu -ar vosaltres adequar 
2305|"⊙ Ara mateix, ⊙ells/elles/vostès {{c1::adecuan | adecúan::…adecuar…}} (la velocitat al trànsit)"| adecuar ellos_ellas_ustedes ends_in_ar irregular_form irregular_verb low_irregularity presente |adecuar|adequar|3|P|I|P|0|"⊙ Ahora mismo, ⊙ellos/ellas/ustedes {{c1::adecuan | adecúan::…adecuar…}} (la velocidad al tráfico)"|adeqüen|VMIP3P00|central|M|0|||⊙ Ara mateix, ⊙ells/elles/vostès | (la velocitat al trànsit)|⊙ Ara mateix, ⊙ells/elles/vostès {{c1::adeqüen::…adequar…}} (la velocitat al trànsit)|present|indicatiu|-ar|ells/elles/vostès| present indicatiu -ar ells/elles/vostès adequar 
2349|⊙ Ara mateix, ⊙jo {{c1::averiguo::…averiguar…}} (els càlculs)| averiguar ends_in_ar irregular_verb low_irregularity presente regular_form yo |averiguar|esbrinar|1|S|I|P|0|⊙ Ahora mismo, ⊙yo {{c1::averiguo::…averiguar…}} (los cálculos)|esbrino|VMIP1S0C|central|M|0|||⊙ Ara mateix, ⊙jo | (els càlculs)|⊙ Ara mateix, ⊙jo {{c1::esbrino::…esbrinar…}} (els càlculs)|present|indicatiu|-ar|jo| present indicatiu -ar jo esbrinar 
2350|⊙ Ara mateix, ⊙tu {{c1::averiguas::…averiguar…}} (els càlculs)| averiguar ends_in_ar irregular_verb low_irregularity presente regular_form tú tú_vos |averiguar|esbrinar|2|S|I|P|0|⊙ Ahora mismo, ⊙tú {{c1::averiguas::…averiguar…}} (los cálculos)|esbrines|VMIP2S00|central|M|0|||⊙ Ara mateix, ⊙tu | (els càlculs)|⊙ Ara mateix, ⊙tu {{c1::esbrines::…esbrinar…}} (els càlculs)|present|indicatiu|-ar|tu| present indicatiu -ar tu esbrinar 
2351|⊙ Ara mateix, ⊙ell/ella/vostè {{c1::averigua::…averiguar…}} (els càlculs)| averiguar ends_in_ar irregular_verb low_irregularity presente regular_form él_ella_usted |averiguar|esbrinar|3|S|I|P|0|⊙ Ahora mismo, ⊙él/ella/usted {{c1::averigua::…averiguar…}} (los cálculos)|esbrina|VMIP3S00|central|M|0|||⊙ Ara mateix, ⊙ell/ella/vostè | (els càlculs)|⊙ Ara mateix, ⊙ell/ella/vostè {{c1::esbrina::…esbrinar…}} (els càlculs)|present|indicatiu|-ar|ell/ella/vostè| present indicatiu -ar ell/ella/vostè esbrinar 
2352|⊙ Ara mateix, ⊙nosaltres {{c1::averiguamos::…averiguar…}} (els càlculs)| averiguar ends_in_ar irregular_verb low_irregularity nosotros presente regular_form |averiguar|esbrinar|1|P|I|P|0|⊙ Ahora mismo, ⊙nosotros {{c1::averiguamos::…averiguar…}} (los cálculos)|esbrinem|VMIP1P00|central|M|0|||⊙ Ara mateix, ⊙nosaltres | (els càlculs)|⊙ Ara mateix, ⊙nosaltres {{c1::esbrinem::…esbrinar…}} (els càlculs)|present|indicatiu|-ar|nosaltres| present indicatiu -ar nosaltres esbrinar 
