note|tags|spanish_verb|inf_verb|person|sing_or_plural|mood|tense|pos_neg_cmd|context_phrase|cast_note|conj_verb|code|region|verb_type|gender|haver_verb|anar_verb|note1|note2|cat_note|tense_tag|mood_tag|ending_tag|pronoun_tag|cat_tags
"↫ Va ser sorprenent que ↫ells/elles/vostès {{c1::complacieran | complaciesen::…complacer…}} (a l'amo)"| complacer ellos_ellas_ustedes ends_in_er irregular_verb moderate_irregularity regular_form subjuntivo_pasado |complacer|complaure|3|P|S|I|0|al dueño|"↫ Fue sorprendente que ↫ellos/ellas/ustedes {{c1::complacieran | complaciesen::…complacer…}} (al dueño)"|complaguessin|VMSI3P02|central|M|0|||↫ Va ser sorprenent que ↫ells/elles/vostès | (a l'amo)|↫ Va ser sorprenent que ↫ells/elles/vostès {{c1::complaguessin::…complaure…}} (a l'amo)|imperfet|subjuntiu|-re|ells/elles/vostès| imperfet subjuntiu -re ells/elles/vostès complaure 
Hombre, si us plau,  {{c1::complace::…complacer…}} (a l'amo), ja !(tu)| complacer ends_in_er imperativo irregular_verb moderate_irregularity regular_form tú tú_vos |complacer|complaure|2|S|M|0|pos|al dueño|Hombre, por favor,¡ {{c1::complace::…complacer…}} (al dueño), ya !(tú)|complau|VMM02S00|central|M|0|||Hombre, si us plau,  | (a l'amo), ja !(tu)|Hombre, si us plau,  {{c1::complau::…complaure…}} (a l'amo), ja !(tu)||imperatiu|-re|tu| imperatiu -re tu complaure 
Mujer, si us plau,  no {{c1::complazcas::…complacer…}} (a l'amo) !(tu)| complacer ends_in_er imperativo irregular_form irregular_verb moderate_irregularity negative_imperativo tú_vos |complacer|complaure|2|S|M|0|neg|al dueño|Mujer, por favor,¡ no {{c1::complazcas::…complacer…}} (al dueño) !(tú/vos)|complaguis|VMSP2S0Y|central|M|0|||Mujer, si us plau,  no | (a l'amo) !(tu)|Mujer, si us plau,  no {{c1::complaguis::…complaure…}} (a l'amo) !(tu)||imperatiu|-re|tu| imperatiu -re tu complaure 
Senjora, si us plau,  (que) {{c1::complazca::…complacer…}} (a l'amo), ja !(ell/ella/vostè)| complacer ends_in_er imperativo irregular_form irregular_verb moderate_irregularity él_ella_usted |complacer|complaure|3|S|M|0|pos|que|Señora, por favor,¡ (que) {{c1::complazca::…complacer…}} (al dueño), ya !(él/ella/usted)|complagui|VMM03S0Y|central|M|0|||Senjora, si us plau,  (que) | (a l'amo), ja !(ell/ella/vostè)|Senjora, si us plau,  (que) {{c1::complagui::…complaure…}} (a l'amo), ja !(ell/ella/vostè)||imperatiu|-re|ell/ella/vostè| imperatiu -re ell/ella/vostè complaure 
Vosaltres equip, si us plau,  (que) {{c1::complazcamos::…complacer…}} (a l'amo), ja !(nosaltres)| complacer ends_in_er imperativo irregular_form irregular_verb moderate_irregularity nosotros |complacer|complaure|1|P|M|0|pos|que|Vámonos equipo, por favor,¡ (que) {{c1::complazcamos::…complacer…}} (al dueño), ya !(nosotros)|complaguem|VMM01P00|central|M|0|||Vosaltres equip, si us plau,  (que) | (a l'amo), ja !(nosaltres)|Vosaltres equip, si us plau,  (que) {{c1::complaguem::…complaure…}} (a l'amo), ja !(nosaltres)||imperatiu|-re|nosaltres| imperatiu -re nosaltres complaure 
Tu i tu, si us plau,  {{c1::complaced::…complacer…}} (a l'amo), ja !(vosaltres)| complacer ends_in_er imperativo irregular_verb moderate_irregularity regular_form vosotros |complacer|complaure|2|P|M|0|pos|al dueño|Tú y tú, por favor,¡ {{c1::complaced::…complacer…}} (al dueño), ya !(vosotros)|complaeu|VMM02P00|central|M|0|||Tu i tu, si us plau,  | (a l'amo), ja !(vosaltres)|Tu i tu, si us plau,  {{c1::complaeu::…complaure…}} (a l'amo), ja !(vosaltres)||imperatiu|-re|vosaltres| imperatiu -re vosaltres complaure 
Senjors, si us plau,  (que) {{c1::complazcan::…complacer…}} (a l'amo), ja ! (ells/elles/vostès)| complacer ellos_ellas_ustedes ends_in_er imperativo irregular_form irregular_verb moderate_irregularity |complacer|complaure|3|P|M|0|pos|que|Señores, por favor,¡ (que) {{c1::complazcan::…complacer…}} (al dueño), ya ! (ellos/ellas/ustedes)|complaguin|VMM03P0Y|central|M|0|||Senjors, si us plau,  (que) | (a l'amo), ja ! (ells/elles/vostès)|Senjors, si us plau,  (que) {{c1::complaguin::…complaure…}} (a l'amo), ja ! (ells/elles/vostès)||imperatiu|-re|ells/elles/vostès| imperatiu -re ells/elles/vostès complaure 
A mesura que estic estudiant…la pera està {{c1::pudriendo::…pudrir…}}| ends_in_ir gerundio high_irregularity irregular_verb pudrir regular_form |pudrir|podrir|0|0|G|0|0||Mientras estoy estudiando…la pera está {{c1::pudriendo::…pudrir…}}|podrint|VMG00000|central|M|0|||A mesura que estic estudiant…la pera està ||A mesura que estic estudiant…la pera està {{c1::podrint::…podrir…}}||gerundi|-ir|| gerundi -ir podrir 
Hugo ha {{c1::podrido::…pudrir…}} (al professor)| ends_in_ir high_irregularity irregular_form irregular_verb participio pudrir |pudrir|podrir|0|S|P|0|0|al profesor|Hugo ha {{c1::podrido::…pudrir…}} (al profesor)|podrit|VMP00SM0|central|M|M|||Hugo ha | (al professor)|Hugo ha {{c1::podrit::…podrir…}} (al professor)||participi|-ir|| participi -ir podrir 
⊙ Ara mateix, ⊙jo {{c1::pudro::…pudrir…}} (al professor)| ends_in_ir high_irregularity irregular_verb presente pudrir regular_form yo |pudrir|podrir|1|S|I|P|0|al profesor|⊙ Ahora mismo, ⊙yo {{c1::pudro::…pudrir…}} (al profesor)|podreixo|VMIP1S0C|central|M|0|||⊙ Ara mateix, ⊙jo | (al professor)|⊙ Ara mateix, ⊙jo {{c1::podreixo::…podrir…}} (al professor)|present|indicatiu|-ir|jo| present indicatiu -ir jo podrir 
⊙ Ara mateix, ⊙tu {{c1::pudres::…pudrir…}} (al professor)| ends_in_ir high_irregularity irregular_verb presente pudrir regular_form tú tú_vos |pudrir|podrir|2|S|I|P|0|al profesor|⊙ Ahora mismo, ⊙tú {{c1::pudres::…pudrir…}} (al profesor)|podreixes|VMIP2S00|central|M|0|||⊙ Ara mateix, ⊙tu | (al professor)|⊙ Ara mateix, ⊙tu {{c1::podreixes::…podrir…}} (al professor)|present|indicatiu|-ir|tu| present indicatiu -ir tu podrir 
⊙ Ara mateix, ⊙ell/ella/vostè {{c1::pudre::…pudrir…}} (al professor)| ends_in_ir high_irregularity in_the_wild irregular_verb presente pudrir refrán regular_form él_ella_usted |pudrir|podrir|3|S|I|P|0|al profesor|⊙ Ahora mismo, ⊙él/ella/usted {{c1::pudre::…pudrir…}} (al profesor)|podreix|VMIP3S00|central|M|0|||⊙ Ara mateix, ⊙ell/ella/vostè | (al professor)|⊙ Ara mateix, ⊙ell/ella/vostè {{c1::podreix::…podrir…}} (al professor)|present|indicatiu|-ir|ell/ella/vostè| present indicatiu -ir ell/ella/vostè podrir 
"⊙ Ara mateix, ⊙nosaltres {{c1::pudrimos | podrimos::…pudrir…}} (al professor)"| ends_in_ir high_irregularity irregular_form irregular_verb nosotros presente pudrir |pudrir|podrir|1|P|I|P|0|al profesor|"⊙ Ahora mismo, ⊙nosotros {{c1::pudrimos | podrimos::…pudrir…}} (al profesor)"|podrim|VMIP1P00|central|M|0|||⊙ Ara mateix, ⊙nosaltres | (al professor)|⊙ Ara mateix, ⊙nosaltres {{c1::podrim::…podrir…}} (al professor)|present|indicatiu|-ir|nosaltres| present indicatiu -ir nosaltres podrir 
"⊙ Ara mateix, ⊙vosaltres {{c1::pudrís | podrís::…pudrir…}} (al professor)"| ends_in_ir high_irregularity irregular_form irregular_verb presente pudrir vosotros |pudrir|podrir|2|P|I|P|0|al profesor|"⊙ Ahora mismo, ⊙vosotros {{c1::pudrís | podrís::…pudrir…}} (al profesor)"|podriu|VMIP2P00|central|M|0|||⊙ Ara mateix, ⊙vosaltres | (al professor)|⊙ Ara mateix, ⊙vosaltres {{c1::podriu::…podrir…}} (al professor)|present|indicatiu|-ir|vosaltres| present indicatiu -ir vosaltres podrir 
⊙ Ara mateix, ⊙ells/elles/vostès {{c1::pudren::…pudrir…}} (al professor)| ellos_ellas_ustedes ends_in_ir high_irregularity irregular_verb presente pudrir regular_form |pudrir|podrir|3|P|I|P|0|al profesor|⊙ Ahora mismo, ⊙ellos/ellas/ustedes {{c1::pudren::…pudrir…}} (al profesor)|podreixen|VMIP3P00|central|M|0|||⊙ Ara mateix, ⊙ells/elles/vostès | (al professor)|⊙ Ara mateix, ⊙ells/elles/vostès {{c1::podreixen::…podrir…}} (al professor)|present|indicatiu|-ir|ells/elles/vostès| present indicatiu -ir ells/elles/vostès podrir 
"⇠ En aquella època, sovint, ⇠jo {{c1::pudría | podría::…pudrir…}} (al professor)"| ends_in_ir high_irregularity imperfecto irregular_form irregular_verb pudrir yo |pudrir|podrir|1|S|I|I|0|al profesor|"⇠ En esa época, a menudo, ⇠yo {{c1::pudría | podría::…pudrir…}} (al profesor)"|podria|VMII1S00|central|M|0|||⇠ En aquella època, sovint, ⇠jo | (al professor)|⇠ En aquella època, sovint, ⇠jo {{c1::podria::…podrir…}} (al professor)|imperfet|indicatiu|-ir|jo| imperfet indicatiu -ir jo podrir 
"⇠ En aquella època, sovint, ⇠tu {{c1::pudrías | podrías::…pudrir…}} (al professor)"| ends_in_ir high_irregularity imperfecto irregular_form irregular_verb pudrir tú_vos |pudrir|podrir|2|S|I|I|0|al profesor|"⇠ En esa época, a menudo, ⇠tú/vos {{c1::pudrías | podrías::…pudrir…}} (al profesor)"|podries|VMII2S00|central|M|0|||⇠ En aquella època, sovint, ⇠tu | (al professor)|⇠ En aquella època, sovint, ⇠tu {{c1::podries::…podrir…}} (al professor)|imperfet|indicatiu|-ir|tu| imperfet indicatiu -ir tu podrir 
"⇠ En aquella època, sovint, ⇠ell/ella/vostè {{c1::pudría | podría::…pudrir…}} (al professor)"| ends_in_ir high_irregularity imperfecto irregular_form irregular_verb pudrir él_ella_usted |pudrir|podrir|3|S|I|I|0|al profesor|"⇠ En esa época, a menudo, ⇠él/ella/usted {{c1::pudría | podría::…pudrir…}} (al profesor)"|podria|VMII3S00|central|M|0|||⇠ En aquella època, sovint, ⇠ell/ella/vostè | (al professor)|⇠ En aquella època, sovint, ⇠ell/ella/vostè {{c1::podria::…podrir…}} (al professor)|imperfet|indicatiu|-ir|ell/ella/vostè| imperfet indicatiu -ir ell/ella/vostè podrir 
"⇠ En aquella època, sovint, ⇠nosaltres {{c1::pudríamos | podríamos::…pudrir…}} (al professor)"| ends_in_ir high_irregularity imperfecto irregular_form irregular_verb nosotros pudrir |pudrir|podrir|1|P|I|I|0|al profesor|"⇠ En esa época, a menudo, ⇠nosotros {{c1::pudríamos | podríamos::…pudrir…}} (al profesor)"|podríem|VMII1P00|central|M|0|||⇠ En aquella època, sovint, ⇠nosaltres | (al professor)|⇠ En aquella època, sovint, ⇠nosaltres {{c1::podríem::…podrir…}} (al professor)|imperfet|indicatiu|-ir|nosaltres| imperfet indicatiu -ir nosaltres podrir 
"⇠ En aquella època, sovint, ⇠vosaltres {{c1::pudríais | podríais::…pudrir…}} (al professor)"| ends_in_ir high_irregularity imperfecto irregular_form irregular_verb pudrir vosotros |pudrir|podrir|2|P|I|I|0|al profesor|"⇠ En esa época, a menudo, ⇠vosotros {{c1::pudríais | podríais::…pudrir…}} (al profesor)"|podríeu|VMII2P00|central|M|0|||⇠ En aquella època, sovint, ⇠vosaltres | (al professor)|⇠ En aquella època, sovint, ⇠vosaltres {{c1::podríeu::…podrir…}} (al professor)|imperfet|indicatiu|-ir|vosaltres| imperfet indicatiu -ir vosaltres podrir 
"⇠ En aquella època, sovint, ⇠ells/elles/vostès {{c1::pudrían | podrían::…pudrir…}} (al professor)"| ellos_ellas_ustedes ends_in_ir high_irregularity imperfecto irregular_form irregular_verb pudrir |pudrir|podrir|3|P|I|I|0|al profesor|"⇠ En esa época, a menudo, ⇠ellos/ellas/ustedes {{c1::pudrían | podrían::…pudrir…}} (al profesor)"|podrien|VMII3P00|central|M|0|||⇠ En aquella època, sovint, ⇠ells/elles/vostès | (al professor)|⇠ En aquella època, sovint, ⇠ells/elles/vostès {{c1::podrien::…podrir…}} (al professor)|imperfet|indicatiu|-ir|ells/elles/vostès| imperfet indicatiu -ir ells/elles/vostès podrir 
"↧ En aquell moment ↧jo {{c1::pudrí | podrí::…pudrir…}} (al professor)"| ends_in_ir high_irregularity indefinido irregular_form irregular_verb pudrir yo |pudrir|podrir|1|S|I|passat_perifrastic|0|al profesor|"↧ En aquel momento ↧yo {{c1::pudrí | podrí::…pudrir…}} (al profesor)"|vaig podrir||||||vaig|↧ En aquell moment ↧jo | (al professor)|↧ En aquell moment ↧jo {{c1::vaig podrir::…podrir…}} (al professor)|passat_perifrastic|indicatiu|-ir|jo| passat_perifrastic indicatiu -ir jo podrir 
"↧ En aquell moment ↧tu {{c1::pudriste | podriste::…pudrir…}} (al professor)"| ends_in_ir high_irregularity indefinido irregular_form irregular_verb pudrir tú_vos |pudrir|podrir|2|S|I|passat_perifrastic|0|al profesor|"↧ En aquel momento ↧tú/vos {{c1::pudriste | podriste::…pudrir…}} (al profesor)"|vas podrir||||||vas|↧ En aquell moment ↧tu | (al professor)|↧ En aquell moment ↧tu {{c1::vas podrir::…podrir…}} (al professor)|passat_perifrastic|indicatiu|-ir|tu| passat_perifrastic indicatiu -ir tu podrir 
"↧ En aquell moment ↧ell/ella/vostè {{c1::pudrió | podrió::…pudrir…}} (al professor)"| ends_in_ir high_irregularity indefinido irregular_form irregular_verb pudrir él_ella_usted |pudrir|podrir|3|S|I|passat_perifrastic|0|al profesor|"↧ En aquel momento ↧él/ella/usted {{c1::pudrió | podrió::…pudrir…}} (al profesor)"|va podrir||||||va|↧ En aquell moment ↧ell/ella/vostè | (al professor)|↧ En aquell moment ↧ell/ella/vostè {{c1::va podrir::…podrir…}} (al professor)|passat_perifrastic|indicatiu|-ir|ell/ella/vostè| passat_perifrastic indicatiu -ir ell/ella/vostè podrir 
"↧ En aquell moment ↧nosaltres {{c1::pudrimos | podrimos::…pudrir…}} (al professor)"| ends_in_ir high_irregularity indefinido irregular_form irregular_verb nosotros pudrir |pudrir|podrir|1|P|I|passat_perifrastic|0|al profesor|"↧ En aquel momento ↧nosotros {{c1::pudrimos | podrimos::…pudrir…}} (al profesor)"|vam podrir||||||vam|↧ En aquell moment ↧nosaltres | (al professor)|↧ En aquell moment ↧nosaltres {{c1::vam podrir::…podrir…}} (al professor)|passat_perifrastic|indicatiu|-ir|nosaltres| passat_perifrastic indicatiu -ir nosaltres podrir 
"↧ En aquell moment ↧vosaltres {{c1::pudristeis | podristeis::…pudrir…}} (al professor)"| ends_in_ir high_irregularity indefinido irregular_form irregular_verb pudrir vosotros |pudrir|podrir|2|P|I|passat_perifrastic|0|al profesor|"↧ En aquel momento ↧vosotros {{c1::pudristeis | podristeis::…pudrir…}} (al profesor)"|vau podrir||||||vau|↧ En aquell moment ↧vosaltres | (al professor)|↧ En aquell moment ↧vosaltres {{c1::vau podrir::…podrir…}} (al professor)|passat_perifrastic|indicatiu|-ir|vosaltres| passat_perifrastic indicatiu -ir vosaltres podrir 
"↧ En aquell moment ↧ells/elles/vostès {{c1::pudrieron | podrieron::…pudrir…}} (al professor)"| ellos_ellas_ustedes ends_in_ir high_irregularity indefinido irregular_form irregular_verb pudrir |pudrir|podrir|3|P|I|passat_perifrastic|0|al profesor|"↧ En aquel momento ↧ellos/ellas/ustedes {{c1::pudrieron | podrieron::…pudrir…}} (al profesor)"|van podrir||||||van|↧ En aquell moment ↧ells/elles/vostès | (al professor)|↧ En aquell moment ↧ells/elles/vostès {{c1::van podrir::…podrir…}} (al professor)|passat_perifrastic|indicatiu|-ir|ells/elles/vostès| passat_perifrastic indicatiu -ir ells/elles/vostès podrir 
"→ En el futur, →jo {{c1::pudriré | podriré::…pudrir…}} (al professor)"| ends_in_ir futuro high_irregularity irregular_form irregular_verb pudrir yo |pudrir|podrir|1|S|I|F|0|al profesor|"→ En el futuro, →yo {{c1::pudriré | podriré::…pudrir…}} (al profesor)"|podriré|VMIF1S00|central|M|0|||→ En el futur, →jo | (al professor)|→ En el futur, →jo {{c1::podriré::…podrir…}} (al professor)|futur|indicatiu|-ir|jo| futur indicatiu -ir jo podrir 
"→ En el futur, →tu {{c1::pudrirás | podrirás::…pudrir…}} (al professor)"| ends_in_ir futuro high_irregularity irregular_form irregular_verb pudrir tú_vos |pudrir|podrir|2|S|I|F|0|al profesor|"→ En el futuro, →tú/vos {{c1::pudrirás | podrirás::…pudrir…}} (al profesor)"|podriràs|VMIF2S00|central|M|0|||→ En el futur, →tu | (al professor)|→ En el futur, →tu {{c1::podriràs::…podrir…}} (al professor)|futur|indicatiu|-ir|tu| futur indicatiu -ir tu podrir 
"→ En el futur, →ell/ella/vostè {{c1::pudrirá | podrirá::…pudrir…}} (al professor)"| ends_in_ir futuro high_irregularity irregular_form irregular_verb pudrir él_ella_usted |pudrir|podrir|3|S|I|F|0|al profesor|"→ En el futuro, →él/ella/usted {{c1::pudrirá | podrirá::…pudrir…}} (al profesor)"|podrirà|VMIF3S00|central|M|0|||→ En el futur, →ell/ella/vostè | (al professor)|→ En el futur, →ell/ella/vostè {{c1::podrirà::…podrir…}} (al professor)|futur|indicatiu|-ir|ell/ella/vostè| futur indicatiu -ir ell/ella/vostè podrir 
"→ En el futur, →nosaltres {{c1::pudriremos | podriremos::…pudrir…}} (al professor)"| ends_in_ir futuro high_irregularity irregular_form irregular_verb nosotros pudrir |pudrir|podrir|1|P|I|F|0|al profesor|"→ En el futuro, →nosotros {{c1::pudriremos | podriremos::…pudrir…}} (al profesor)"|podrirem|VMIF1P00|central|M|0|||→ En el futur, →nosaltres | (al professor)|→ En el futur, →nosaltres {{c1::podrirem::…podrir…}} (al professor)|futur|indicatiu|-ir|nosaltres| futur indicatiu -ir nosaltres podrir 
"→ En el futur, →vosaltres {{c1::pudriréis | podriréis::…pudrir…}} (al professor)"| ends_in_ir futuro high_irregularity irregular_form irregular_verb pudrir vosotros |pudrir|podrir|2|P|I|F|0|al profesor|"→ En el futuro, →vosotros {{c1::pudriréis | podriréis::…pudrir…}} (al profesor)"|podrireu|VMIF2P00|central|M|0|||→ En el futur, →vosaltres | (al professor)|→ En el futur, →vosaltres {{c1::podrireu::…podrir…}} (al professor)|futur|indicatiu|-ir|vosaltres| futur indicatiu -ir vosaltres podrir 
"→ En el futur, →ells/elles/vostès {{c1::pudrirán | podrirán::…pudrir…}} (al professor)"| ellos_ellas_ustedes ends_in_ir futuro high_irregularity irregular_form irregular_verb pudrir |pudrir|podrir|3|P|I|F|0|al profesor|"→ En el futuro, →ellos/ellas/ustedes {{c1::pudrirán | podrirán::…pudrir…}} (al profesor)"|podriran|VMIF3P00|central|M|0|||→ En el futur, →ells/elles/vostès | (al professor)|→ En el futur, →ells/elles/vostès {{c1::podriran::…podrir…}} (al professor)|futur|indicatiu|-ir|ells/elles/vostès| futur indicatiu -ir ells/elles/vostès podrir 
"… Si passés això, …jo {{c1::pudriría | podriría::…pudrir…}} (al professor)"| condicional ends_in_ir high_irregularity irregular_form irregular_verb pudrir yo |pudrir|podrir|1|S|I|C|0|al profesor|"… Si ocurriese esto, …yo {{c1::pudriría | podriría::…pudrir…}} (al profesor)"|podriria|VMIC1S00|central|M|0|||… Si passés això, …jo | (al professor)|… Si passés això, …jo {{c1::podriria::…podrir…}} (al professor)|condicional|indicatiu|-ir|jo| condicional indicatiu -ir jo podrir 
